[2024-08-16T18:07:59.979052Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Initiating pyFlow run
[2024-08-16T18:07:59.981005Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] pyFlowClientWorkflowClass: StrelkaSomaticWorkflow
[2024-08-16T18:07:59.981794Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] pyFlowVersion: 1.1.20
[2024-08-16T18:07:59.982553Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] pythonVersion: 2.7.12.final.0
[2024-08-16T18:07:59.983250Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] WorkingDir: '/coh_labs/dits/rayyan/Projects/GATK-pipeline/GATK_somatic'
[2024-08-16T18:07:59.983956Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] ProcessCmdLine: '/coh_labs/dits/rayyan/Data/C083-000002/AnalysisData_TumorDNA/runWorkflow.py --mode local --jobs 8'
[2024-08-16T18:07:59.984763Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] mode: local
[2024-08-16T18:07:59.985526Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] nCores: 8
[2024-08-16T18:07:59.986313Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] memMb: 515437
[2024-08-16T18:07:59.987026Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] dataDir: /coh_labs/dits/rayyan/Data/C083-000002/AnalysisData_TumorDNA/workspace/pyflow.data
[2024-08-16T18:07:59.987808Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] isDryRun: False
[2024-08-16T18:07:59.988580Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] isContinue: False
[2024-08-16T18:07:59.989348Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] isForceContinue: True
[2024-08-16T18:07:59.990129Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] mailTo: ''
[2024-08-16T18:07:59.991303Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:masterWorkflow] Starting task specification for master workflow
[2024-08-16T18:07:59.992280Z] [g-c-1-4-05.cm.cluster] [2114669_1] [StrelkaSomaticWorkflow] Initiating Strelka somatic workflow version: 2.9.10
[2024-08-16T18:08:05.384363Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_264_chr7_KI270805v1_alt' launched from master workflow
[2024-08-16T18:08:05.388232Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_096_chrUn_KI270438v1_to_103_chrUn_KI270512v1' from master workflow
[2024-08-16T18:08:05.395266Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_096_chrUn_KI270438v1_to_103_chrUn_KI270512v1] Task initiated on local node
[2024-08-16T18:08:05.703408Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_096_chrUn_KI270438v1_to_103_chrUn_KI270512v1' launched from master workflow
[2024-08-16T18:08:05.707569Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_205_chr2_KI270770v1_alt' from master workflow
[2024-08-16T18:08:05.714278Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_205_chr2_KI270770v1_alt] Task initiated on local node
[2024-08-16T18:08:05.772180Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_205_chr2_KI270770v1_alt' launched from master workflow
[2024-08-16T18:08:05.776282Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_298_chr12_KI270837v1_alt_to_299_chr12_GL383549v1_alt' from master workflow
[2024-08-16T18:08:05.782819Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_298_chr12_KI270837v1_alt_to_299_chr12_GL383549v1_alt] Task initiated on local node
[2024-08-16T18:08:05.941307Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_298_chr12_KI270837v1_alt_to_299_chr12_GL383549v1_alt' launched from master workflow
[2024-08-16T18:08:05.948398Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_337_chr17_GL383564v2_alt' from master workflow
[2024-08-16T18:08:05.955212Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_337_chr17_GL383564v2_alt] Task initiated on local node
[2024-08-16T18:08:06.063210Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_337_chr17_GL383564v2_alt' launched from master workflow
[2024-08-16T18:08:06.067395Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_053_chr16_KI270728v1_random' from master workflow
[2024-08-16T18:08:06.074362Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_053_chr16_KI270728v1_random] Task initiated on local node
[2024-08-16T18:08:06.682981Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_053_chr16_KI270728v1_random' launched from master workflow
[2024-08-16T18:08:06.684039Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_2147_chrUn_JTFH01001305v1_decoy_to_2244_chrUn_JTFH01001402v1_decoy' launched from master workflow
[2024-08-16T18:08:06.688020Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_061_chr22_KI270735v1_random' from master workflow
[2024-08-16T18:08:06.689085Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_388_chr19_KI270889v1_alt' from master workflow
[2024-08-16T18:08:06.695172Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_061_chr22_KI270735v1_random] Task initiated on local node
[2024-08-16T18:08:06.696043Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_388_chr19_KI270889v1_alt] Task initiated on local node
[2024-08-16T18:08:06.753854Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_061_chr22_KI270735v1_random' launched from master workflow
[2024-08-16T18:08:06.757843Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_035_chr2_KI270716v1_random' from master workflow
[2024-08-16T18:08:06.760120Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_388_chr19_KI270889v1_alt' launched from master workflow
[2024-08-16T18:08:06.764720Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_191_chrUn_KI270742v1' from master workflow
[2024-08-16T18:08:06.765632Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_035_chr2_KI270716v1_random] Task initiated on local node
[2024-08-16T18:08:06.771283Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_191_chrUn_KI270742v1] Task initiated on local node
[2024-08-16T18:08:06.879694Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_035_chr2_KI270716v1_random' launched from master workflow
[2024-08-16T18:08:06.886351Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_421_chr19_KI270918v1_alt' from master workflow
[2024-08-16T18:08:06.891852Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_191_chrUn_KI270742v1' launched from master workflow
[2024-08-16T18:08:06.899837Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_379_chrX_KI270880v1_alt' from master workflow
[2024-08-16T18:08:06.911869Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_421_chr19_KI270918v1_alt] Task initiated on local node
[2024-08-16T18:08:06.915697Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_379_chrX_KI270880v1_alt] Task initiated on local node
[2024-08-16T18:08:07.018254Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_421_chr19_KI270918v1_alt' launched from master workflow
[2024-08-16T18:08:07.020925Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_379_chrX_KI270880v1_alt' launched from master workflow
[2024-08-16T18:08:07.049366Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_1168_chrUn_JTFH01000326v1_decoy_to_1273_chrUn_JTFH01000431v1_decoy' from master workflow
[2024-08-16T18:08:07.052440Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_230_chr4_KI270787v1_alt' from master workflow
[2024-08-16T18:08:07.067279Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_1168_chrUn_JTFH01000326v1_decoy_to_1273_chrUn_JTFH01000431v1_decoy] Task initiated on local node
[2024-08-16T18:08:07.070859Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_230_chr4_KI270787v1_alt] Task initiated on local node
[2024-08-16T18:08:07.169502Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_230_chr4_KI270787v1_alt' launched from master workflow
[2024-08-16T18:08:07.174685Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_407_chr17_KI270907v1_alt' from master workflow
[2024-08-16T18:08:07.188278Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_407_chr17_KI270907v1_alt] Task initiated on local node
[2024-08-16T18:08:07.289938Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_407_chr17_KI270907v1_alt' launched from master workflow
[2024-08-16T18:08:07.297994Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_338_chr17_GL000258v2_alt' from master workflow
[2024-08-16T18:08:07.313350Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_338_chr17_GL000258v2_alt] Task initiated on local node
[2024-08-16T18:08:07.415846Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_338_chr17_GL000258v2_alt' launched from master workflow
[2024-08-16T18:08:07.420933Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_449_chr3_KI270937v1_alt' from master workflow
[2024-08-16T18:08:07.428656Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_449_chr3_KI270937v1_alt] Task initiated on local node
[2024-08-16T18:08:07.586444Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_449_chr3_KI270937v1_alt' launched from master workflow
[2024-08-16T18:08:07.595702Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_271_chr8_KI270814v1_alt' from master workflow
[2024-08-16T18:08:07.606301Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_271_chr8_KI270814v1_alt] Task initiated on local node
[2024-08-16T18:08:07.712496Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_271_chr8_KI270814v1_alt' launched from master workflow
[2024-08-16T18:08:07.716899Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_323_chr15_GL383555v2_alt' from master workflow
[2024-08-16T18:08:07.728679Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_323_chr15_GL383555v2_alt] Task initiated on local node
[2024-08-16T18:08:07.832945Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_323_chr15_GL383555v2_alt' launched from master workflow
[2024-08-16T18:08:07.841768Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_331_chr17_GL383563v3_alt' from master workflow
[2024-08-16T18:08:07.853176Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_331_chr17_GL383563v3_alt] Task initiated on local node
[2024-08-16T18:08:07.959149Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_331_chr17_GL383563v3_alt' launched from master workflow
[2024-08-16T18:08:07.969823Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_396_chr5_KI270897v1_alt' from master workflow
[2024-08-16T18:08:07.977337Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_396_chr5_KI270897v1_alt] Task initiated on local node
[2024-08-16T18:08:08.085309Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_396_chr5_KI270897v1_alt' launched from master workflow
[2024-08-16T18:08:08.089690Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_432_chr19_GL949748v2_alt' from master workflow
[2024-08-16T18:08:08.097452Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_432_chr19_GL949748v2_alt] Task initiated on local node
[2024-08-16T18:08:08.156833Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_432_chr19_GL949748v2_alt' launched from master workflow
[2024-08-16T18:08:08.161592Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_1004_chrUn_JTFH01000162v1_decoy_to_1078_chrUn_JTFH01000236v1_decoy' from master workflow
[2024-08-16T18:08:08.169958Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_1004_chrUn_JTFH01000162v1_decoy_to_1078_chrUn_JTFH01000236v1_decoy] Task initiated on local node
[2024-08-16T18:08:09.228857Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_023_chrY' launched from master workflow
[2024-08-16T18:08:09.233504Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_181_chrUn_KI270749v1' from master workflow
[2024-08-16T18:08:09.249966Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_181_chrUn_KI270749v1] Task initiated on local node
[2024-08-16T18:08:09.355866Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_181_chrUn_KI270749v1' launched from master workflow
[2024-08-16T18:08:09.360169Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_036_chr3_GL000221v1_random' from master workflow
[2024-08-16T18:08:09.367340Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_036_chr3_GL000221v1_random] Task initiated on local node
[2024-08-16T18:08:09.476058Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_036_chr3_GL000221v1_random' launched from master workflow
[2024-08-16T18:08:09.480175Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_192_chrUn_GL000216v2' from master workflow
[2024-08-16T18:08:09.496716Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_192_chrUn_GL000216v2] Task initiated on local node
[2024-08-16T18:08:09.545080Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_013_chr14' launched from master workflow
[2024-08-16T18:08:09.546124Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_007_chr8' launched from master workflow
[2024-08-16T18:08:09.549980Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_352_chr19_KI270868v1_alt_to_353_chr19_KI270865v1_alt' from master workflow
[2024-08-16T18:08:09.550949Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_418_chr19_KI270915v1_alt' from master workflow
[2024-08-16T18:08:09.557120Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_352_chr19_KI270868v1_alt_to_353_chr19_KI270865v1_alt] Task initiated on local node
[2024-08-16T18:08:09.558067Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_418_chr19_KI270915v1_alt] Task initiated on local node
[2024-08-16T18:08:09.583452Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_192_chrUn_GL000216v2' launched from master workflow
[2024-08-16T18:08:09.587443Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_453_chr19_GL949753v2_alt' from master workflow
[2024-08-16T18:08:09.594827Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_453_chr19_GL949753v2_alt] Task initiated on local node
[2024-08-16T18:08:09.620186Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_418_chr19_KI270915v1_alt' launched from master workflow
[2024-08-16T18:08:09.624352Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_283_chr10_GL383545v1_alt' from master workflow
[2024-08-16T18:08:09.630928Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_283_chr10_GL383545v1_alt] Task initiated on local node
[2024-08-16T18:08:09.656986Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_352_chr19_KI270868v1_alt_to_353_chr19_KI270865v1_alt' launched from master workflow
[2024-08-16T18:08:09.661013Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_390_chr19_KI270891v1_alt' from master workflow
[2024-08-16T18:08:09.669341Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_390_chr19_KI270891v1_alt] Task initiated on local node
[2024-08-16T18:08:09.693565Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_283_chr10_GL383545v1_alt' launched from master workflow
[2024-08-16T18:08:09.694461Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_453_chr19_GL949753v2_alt' launched from master workflow
[2024-08-16T18:08:09.698322Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_281_chr9_GL383542v1_alt' from master workflow
[2024-08-16T18:08:09.699318Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_425_chr19_KI270922v1_alt' from master workflow
[2024-08-16T18:08:09.704940Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_281_chr9_GL383542v1_alt] Task initiated on local node
[2024-08-16T18:08:09.707865Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_425_chr19_KI270922v1_alt] Task initiated on local node
[2024-08-16T18:08:09.732154Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_390_chr19_KI270891v1_alt' launched from master workflow
[2024-08-16T18:08:09.736077Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_535_chrUn_KN707685v1_decoy_to_588_chrUn_KN707738v1_decoy' from master workflow
[2024-08-16T18:08:09.748034Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_535_chrUn_KN707685v1_decoy_to_588_chrUn_KN707738v1_decoy] Task initiated on local node
[2024-08-16T18:08:09.773725Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_425_chr19_KI270922v1_alt' launched from master workflow
[2024-08-16T18:08:09.774621Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_281_chr9_GL383542v1_alt' launched from master workflow
[2024-08-16T18:08:09.778490Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_386_chr19_KI270887v1_alt' from master workflow
[2024-08-16T18:08:09.779383Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_446_chr3_KI270936v1_alt' from master workflow
[2024-08-16T18:08:09.785313Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_386_chr19_KI270887v1_alt] Task initiated on local node
[2024-08-16T18:08:09.786129Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_446_chr3_KI270936v1_alt] Task initiated on local node
[2024-08-16T18:08:09.843914Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_446_chr3_KI270936v1_alt' launched from master workflow
[2024-08-16T18:08:09.844753Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_estimateChromDepth_386_chr19_KI270887v1_alt' launched from master workflow
[2024-08-16T18:08:09.848728Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_003_chr4' from master workflow
